Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2015-2016,Ish Smith\smithis01,PG,27,TOT,77,2239,14.9,0.465,0.176,0.182,2,13.3,7.5,38.3,1.9,0.8,14.4,23.9,,0,1.3,1.3,0.027,,-0.6,-1.1,-1.7,0.1
2015-2016,Ish Smith\smithis01,PG,27,NOP,27,617,16.3,0.484,0.145,0.189,2.4,14.5,8.3,39.1,1.9,0.8,15.4,20.9,,0.5,0.4,0.9,0.07,,-0.2,-0.9,-1.1,0.1
2015-2016,Ish Smith\smithis01,PG,27,PHI,50,1622,14.4,0.46,0.185,0.18,1.9,12.8,7.1,37.9,1.9,0.8,14,25,,-0.6,0.9,0.4,0.011,,-0.8,-1.2,-2,0
2015-2016,J.R. Smith\smithjr01,SG,30,CLE,77,2362,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,,3,2.5,5.5,0.111,,1.8,-0.4,1.3,2
2015-2016,Jason Smith\smithja02,C,29,ORL,76,1181,14.6,0.513,0.032,0.133,4.9,15.8,10.3,8.6,1.4,4.6,9.7,22.1,,0.4,1.4,1.8,0.072,,-3.1,0.6,-2.5,-0.1
2015-2016,Josh Smith\smithjo03,PF,30,TOT,55,880,10.6,0.439,0.41,0.192,6.4,17.4,11.9,15.9,1.9,4.3,16.9,22.9,,-1.2,1.2,0,0,,-3.6,1.6,-2,0
2015-2016,Josh Smith\smithjo03,PF,30,LAC,32,459,13.2,0.456,0.322,0.233,8,21.5,14.8,14.3,2,5.8,17.1,23.6,,-0.6,0.9,0.3,0.036,,-3.8,3.6,-0.1,0.2
2015-2016,Josh Smith\smithjo03,PF,30,HOU,23,421,7.7,0.419,0.503,0.148,4.7,12.9,8.8,17.7,1.9,2.6,16.7,22.1,,-0.7,0.3,-0.4,-0.04,,-3.4,-0.7,-4.1,-0.2
2015-2016,Russ Smith\smithru01,PG,24,MEM,15,66,10.5,0.415,0.227,0.591,1.7,14.4,7.8,25.4,3.9,1.4,20.2,23.6,,-0.1,0.1,-0.1,-0.041,,-5,0.3,-4.8,0
2015-2016,Tony Snell\snellto01,SF,24,CHI,64,1301,6.4,0.478,0.457,0.097,1.6,14.3,8.1,6.9,0.6,1,12.8,13.7,,-0.5,1,0.4,0.016,,-3.4,-0.7,-4.1,-0.7
2015-2016,Marreese Speights\speigma01,C,28,GSW,72,832,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3,11.5,29.7,,0.5,1.2,1.8,0.102,,-2.9,-1.1,-3.9,-0.4
2015-2016,Tiago Splitter\splitti01,C,31,ATL,36,579,13.7,0.571,0.013,0.31,8.7,13.8,11.3,7.9,1.7,1.6,12,15.5,,0.9,0.9,1.7,0.144,,-1.9,1.1,-0.8,0.2
2015-2016,Nik Stauskas\stausni01,SG,22,PHI,73,1809,9.2,0.517,0.596,0.217,1.3,10,5.5,12,1.2,0.8,13.6,16.7,,0,0.5,0.5,0.012,,-1.7,-1.9,-3.6,-0.7
2015-2016,Lance Stephenson\stephla01,SF,25,TOT,69,1372,13.5,0.548,0.165,0.234,3.2,15.1,9.1,16.2,1.6,0.6,15.2,20.2,,0.9,1.3,2.2,0.076,,-1.1,-0.3,-1.4,0.2
2015-2016,Lance Stephenson\stephla01,SF,25,LAC,43,680,9.8,0.569,0.283,0.181,3.1,14,8.7,13.1,1.8,0.3,21.1,15.1,,0.1,0.8,0.9,0.066,,-2.4,0.7,-1.6,0.1
2015-2016,Lance Stephenson\stephla01,SF,25,MEM,26,692,17.1,0.537,0.101,0.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,,0.8,0.5,1.2,0.086,,0.1,-1.3,-1.2,0.1
2015-2016,Alex Stepheson\stephal01,PF,28,TOT,8,73,14.8,0.341,0,0.444,28.5,14.5,21.8,4.3,0.7,6,0,19.8,,0,0.1,0.1,0.068,,-2,-1.1,-3.2,0
2015-2016,Alex Stepheson\stephal01,PF,28,LAC,4,12,8.9,0.532,0,2,9.2,8.9,9.1,0,0,13.1,0,7.1,,0,0,0,0.113,,-4.4,4.4,0,0
2015-2016,Alex Stepheson\stephal01,PF,28,MEM,4,61,16,0.329,0,0.385,32.3,15.6,24.3,5.2,0.8,4.6,0,22.4,,0,0.1,0.1,0.059,,-1.6,-2.2,-3.8,0
2015-2016,Jarnell Stokes\stokeja01,C,22,TOT,7,18,20,0.595,0,0.4,6.1,18.8,12.6,9.6,2.8,0,0,14.9,,0.1,0,0.1,0.209,,-0.1,-1,-1,0
2015-2016,Jarnell Stokes\stokeja01,C,22,MEM,2,4,13.6,,,,27.3,29.8,28.5,0,0,0,,0,,0,0,0,0.163,,-3.6,-4.3,-7.8,0
2015-2016,Jarnell Stokes\stokeja01,C,22,MIA,5,14,21.8,0.595,0,0.4,0,15.7,8.1,12.3,3.7,0,0,19.2,,0,0,0.1,0.222,,0.9,0,0.9,0
2015-2016,Amar'e Stoudemire\stoudam01,C,33,MIA,52,762,17.3,0.599,0,0.303,10,22.6,16.5,5.6,1.2,4.1,15.8,17.8,,1.1,1.3,2.4,0.15,,-1.7,1.4,-0.4,0.3
2015-2016,Rodney Stuckey\stuckro01,PG,29,IND,58,1275,12.6,0.504,0.187,0.357,1.6,11.7,6.7,17.2,1.7,0.5,12.9,20.3,,0.5,1.5,2,0.077,,-2.1,-0.3,-2.5,-0.2
2015-2016,Jared Sullinger\sullija01,PF,23,BOS,81,1915,16.7,0.476,0.128,0.2,10.6,27,18.7,15.5,1.9,1.9,10.4,21.8,,1.3,3.6,4.8,0.121,,-1.2,2.3,1.1,1.5
2015-2016,Edy Tavares\tavarwa01,C,23,ATL,11,73,14.4,0.555,0,0.421,10.7,20.5,15.7,6.3,0.7,6.5,18.2,16.9,,0,0.1,0.2,0.106,,-4.9,2.5,-2.3,0
2015-2016,Jeff Teague\teaguje01,PG,27,ATL,79,2255,17.9,0.551,0.278,0.316,1.6,8.6,5.2,34.4,2.1,0.8,16.2,26.6,,2.8,3,5.9,0.125,,1.2,-0.9,0.3,1.3
2015-2016,Mirza Teletovic\teletmi01,PF,30,PHO,79,1686,16.2,0.571,0.592,0.199,3.5,16.3,9.7,9.1,0.9,1,9,23.4,,2.9,0.9,3.8,0.109,,2.3,-2.7,-0.5,0.7
2015-2016,Garrett Temple\templga01,SF,29,WAS,80,1951,9.3,0.52,0.511,0.248,2,10.3,6.1,10,1.7,0.7,10.3,14,,1,1.7,2.7,0.066,,-1,0.1,-1,0.5
2015-2016,Jason Terry\terryja01,SG,38,HOU,72,1258,10.2,0.54,0.694,0.088,1.2,5.7,3.5,12.4,1.8,0.6,11.1,15,,1.1,0.4,1.5,0.057,,-0.2,-2.6,-2.8,-0.3
2015-2016,Isaiah Thomas\thomais02,PG,26,BOS,82,2644,21.5,0.562,0.336,0.394,1.8,8,4.9,32.7,1.7,0.3,11.9,29.6,,7.2,2.5,9.7,0.177,,5,-2,3,3.3
2015-2016,Lance Thomas\thomala01,PF,27,NYK,59,1313,10.4,0.557,0.285,0.312,2.9,8,5.4,6.4,0.9,0.4,11.6,16.9,,1.2,0.5,1.7,0.062,,-1.2,-2.1,-3.2,-0.4
2015-2016,Hollis Thompson\thompho01,SG,24,PHI,77,2154,9.2,0.525,0.576,0.141,2.6,11.4,6.9,7.4,0.8,0.8,9.5,16.2,,0.7,0.5,1.2,0.026,,-1.1,-2,-3.1,-0.6
2015-2016,Jason Thompson\thompja02,C,29,TOT,47,471,14.2,0.558,0.139,0.5,7.9,23.4,15.9,8.5,1.3,3.3,10.2,13.9,,0.9,0.7,1.6,0.165,,-1.3,1.6,0.3,0.3
2015-2016,Jason Thompson\thompja02,C,29,GSW,28,179,13.3,0.535,0,0.762,6.4,25,16.2,13.9,1.1,3.3,11.1,15.2,,0.3,0.3,0.6,0.169,,-2.6,1.9,-0.7,0.1
2015-2016,Jason Thompson\thompja02,C,29,TOR,19,292,14.7,0.575,0.227,0.333,8.8,22.4,15.7,5.3,1.4,3.4,9.6,13,,0.6,0.4,1,0.163,,-0.5,1.4,0.9,0.2
2015-2016,Klay Thompson\thompkl01,SG,25,GSW,80,2666,18.6,0.597,0.469,0.159,1.5,10.3,6.2,9.8,1.1,1.4,8.5,26.3,,5.5,2.6,8,0.144,,2.9,-2.2,0.7,1.8
2015-2016,Tristan Thompson\thomptr01,PF,24,CLE,82,2269,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,,5.6,3.1,8.7,0.185,,0.2,1.3,1.5,2
2015-2016,Marcus Thornton\thornma01,SG,28,TOT,61,1109,14.7,0.511,0.498,0.146,3.8,11.3,7.5,12.9,2.1,0.3,8.1,24.4,,1,0.7,1.7,0.074,,0.7,-2.9,-2.1,0
2015-2016,Marcus Thornton\thornma01,SG,28,HOU,47,885,14.6,0.512,0.497,0.133,3.8,10.5,7.2,12.8,1.9,0.3,8,24.3,,0.9,0.4,1.3,0.072,,0.8,-3.3,-2.5,-0.1
2015-2016,Marcus Thornton\thornma01,SG,28,WAS,14,224,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,,0.1,0.3,0.4,0.08,,0.6,-1.2,-0.7,0.1
2015-2016,Anthony Tolliver\tollian01,PF,30,DET,72,1341,10.2,0.543,0.819,0.142,3.1,16.1,9.3,5.6,1,0.9,7.4,12.4,,1.5,1.3,2.8,0.1,,0,0,0,0.7
2015-2016,Axel Toupane\toupaax01,SF,23,DEN,21,305,7.1,0.49,0.571,0.243,2.9,8.5,5.6,7,1.2,1.6,7.2,12,,0.2,0.1,0.3,0.049,,-1.7,-1.1,-2.8,-0.1
2015-2016,Karl-Anthony Towns\townska01,C,20,MIN,82,2627,22.5,0.59,0.076,0.239,10.3,27.5,19,11.3,1.1,4.3,12.6,24.9,,5.5,2.8,8.3,0.151,,1.6,1.1,2.8,3.2
2015-2016,P.J. Tucker\tuckepj01,SF,30,PHO,82,2540,10.8,0.506,0.354,0.244,6.9,15.2,10.9,10.2,2,0.6,14.7,12.7,,1.5,1.9,3.5,0.066,,-0.7,1.3,0.6,1.7
2015-2016,Evan Turner\turneev01,SG,27,BOS,81,2271,13.6,0.513,0.11,0.238,2.3,16.5,9.3,23.9,1.7,1,16.9,18.8,,1,3,4,0.085,,-1.9,1.3,-0.7,0.8
2015-2016,Myles Turner\turnemy01,C,19,IND,60,1367,15.4,0.531,0.026,0.228,5.5,21,13.3,5,0.9,5.1,10.3,20.9,,0.8,2.3,3.1,0.109,,-3.7,1.4,-2.3,-0.1
2015-2016,Beno Udrih\udrihbe01,PG,33,TOT,44,707,9.5,0.496,0.222,0.101,1.3,10,5.8,24.9,1,0.1,20.4,16.7,,-0.1,0.5,0.4,0.029,,-2.8,-2,-4.8,-0.5
2015-2016,Beno Udrih\udrihbe01,PG,33,MEM,8,120,12.6,0.497,0.239,0.065,1.8,7,4.3,36.4,1.3,0.8,18.9,21.8,,0,0,0.1,0.024,,-1.6,-4.2,-5.8,-0.1
2015-2016,Beno Udrih\udrihbe01,PG,33,MIA,36,587,8.9,0.495,0.217,0.112,1.2,10.7,6.1,22.5,1,0,20.8,15.7,,-0.1,0.5,0.4,0.03,,-3.1,-1.5,-4.6,-0.4
2015-2016,Jonas Valanciunas\valanjo01,C,23,TOR,60,1557,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,,4.5,2.4,6.9,0.211,,0.7,0.4,1.1,1.2
2015-2016,Anderson Varejao\varejan01,C,33,TOT,53,496,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15,,0.3,0.8,1,0.101,,-3.8,1.4,-2.4,0
2015-2016,Anderson Varejao\varejan01,C,33,CLE,31,310,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,,0.1,0.5,0.6,0.089,,-4.1,1.8,-2.3,0
2015-2016,Anderson Varejao\varejan01,C,33,GSW,22,186,11,0.477,0,0.604,8,20.2,14.5,10.5,1.3,2,9,15.5,,0.2,0.3,0.5,0.12,,-3.3,0.8,-2.5,0
2015-2016,Greivis Vasquez\vasqugr01,PG,29,MIL,23,460,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,,-0.4,0.1,-0.3,-0.033,,-3,-3.9,-6.9,-0.6
2015-2016,Rashad Vaughn\vaughra01,SG,19,MIL,70,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,,-1.2,0.4,-0.8,-0.036,,-4.3,-1.9,-6.1,-1
2015-2016,Charlie Villanueva\villach01,PF,31,DAL,62,665,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,,-0.6,0.8,0.2,0.016,,-2.8,-1.8,-4.6,-0.4
2015-2016,Noah Vonleh\vonleno01,PF,20,POR,78,1174,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,,0,1.1,1.2,0.047,,-4,0,-4,-0.6
2015-2016,Nikola Vucevic\vucevni01,C,25,ORL,65,2037,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,,2.8,2.4,5.2,0.122,,0.7,1.1,1.8,2
2015-2016,Sasha Vujacic\vujacsa01,SG,31,NYK,61,908,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,,0.3,0.8,1.1,0.06,,-0.8,-0.7,-1.5,0.1
2015-2016,Dwyane Wade\wadedw01,SG,34,MIA,74,2258,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,,2.4,2.6,4.9,0.105,,0.9,-0.1,0.8,1.6
2015-2016,Dion Waiters\waitedi01,SG,24,OKC,78,2152,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,,0.3,1.8,2.1,0.046,,-1.5,-0.6,-2.1,-0.1
2015-2016,Kemba Walker\walkeke02,PG,25,CHO,81,2885,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,,6.3,3.6,9.9,0.165,,4,0,4,4.4
2015-2016,John Wall\walljo01,PG,25,WAS,77,2784,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,,2.2,3.5,5.7,0.098,,2.2,1,3.2,3.7
2015-2016,T.J. Warren\warretj01,SF,22,PHO,47,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,,1.7,0.6,2.2,0.101,,0.2,-1.3,-1.2,0.2
2015-2016,C.J. Watson\watsocj01,PG,31,ORL,33,656,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14,12.1,,0.2,0.4,0.6,0.047,,-2.5,-0.8,-3.3,-0.2
2015-2016,Briante Weber\weberbr01,PG,23,TOT,7,169,8.9,0.38,0.128,0.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,,-0.2,0.2,0,0.004,,-3.6,1.5,-2.1,0
2015-2016,Briante Weber\weberbr01,PG,23,MEM,6,166,8.3,0.365,0.132,0.105,5.3,11.5,8.2,17.6,2.8,1.7,18.5,13.2,,-0.2,0.2,0,-0.007,,-4,1.6,-2.4,0
2015-2016,Briante Weber\weberbr01,PG,23,MIA,1,3,39.3,1,0,0,0,36.6,18.9,72.3,0,0,0,15.2,,0,0,0,0.634,,15.3,-1.3,14,0
2015-2016,Sonny Weems\weemsso01,SG-SF,29,TOT,43,499,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1,0.2,26,13.5,,-0.7,0.1,-0.5,-0.053,,-5.7,-1.8,-7.6,-0.7
2015-2016,Sonny Weems\weemsso01,SG,29,PHO,36,421,4.3,0.475,0.36,0.146,1.5,9.2,5.3,16.2,1.2,0.2,28.1,13.3,,-0.5,0.1,-0.4,-0.043,,-5.3,-1.5,-6.8,-0.5
2015-2016,Sonny Weems\weemsso01,SF,29,PHI,7,78,0.8,0.388,0.429,0.095,1.3,15.9,8.4,3.9,0,0,15.5,14.5,,-0.2,0,-0.2,-0.104,,-8.2,-3.5,-11.7,-0.2
2015-2016,David West\westda01,PF,35,SAS,78,1404,17.6,0.573,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,,2.4,2.9,5.4,0.184,,0.1,3.3,3.4,1.9
2015-2016,Russell Westbrook\westbru01,PG,27,OKC,80,2750,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,,10,4,14,0.245,,7.6,2.4,10,8.3
2015-2016,Hassan Whiteside\whiteha01,C,26,MIA,73,2125,25.7,0.629,0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,,5,5.3,10.3,0.233,,-0.9,3.4,2.5,2.4
2015-2016,Shayne Whittington\whittsh01,PF,24,IND,7,41,7.4,0.463,0.182,0.182,13.4,18.6,16,10.9,1.2,2,29.6,18.1,,-0.1,0.1,0,-0.009,,-5.4,1,-4.5,0
2015-2016,Andrew Wiggins\wiggian01,SF,20,MIN,81,2845,16.5,0.543,0.147,0.437,4.3,7.5,5.9,10.1,1.4,1.3,10.6,27.2,,3.4,0.7,4.1,0.069,,0.4,-2.5,-2.1,-0.1
2015-2016,C.J. Wilcox\wilcocj01,SG,25,LAC,23,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,,0.1,0.2,0.3,0.089,,-1.5,-0.9,-2.4,0
2015-2016,Alan Williams\willial03,PF,23,PHO,10,68,21.1,0.481,0,0.583,21.9,39.2,30.3,11.7,2.9,6,16.6,22.6,,0.1,0.2,0.2,0.146,,-2.5,4,1.5,0.1
2015-2016,Deron Williams\willide01,PG,31,DAL,65,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,,2.2,1.4,3.7,0.083,,0.9,-1,-0.1,1
2015-2016,Derrick Williams\willide02,SF,24,NYK,80,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,,2.4,1.2,3.6,0.12,,-0.1,-2.4,-2.6,-0.2
2015-2016,Elliot Williams\williel01,PG,26,MEM,5,45,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0,0,7.8,12.7,,0,0,0,-0.046,,-5.2,-3.5,-8.7,-0.1
2015-2016,Lou Williams\willilo02,SG,29,LAL,67,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,,4.5,0.3,4.7,0.119,,3,-2.7,0.3,1.1
2015-2016,Marvin Williams\willima02,PF,29,CHO,81,2338,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,,4.7,3.2,7.8,0.161,,1.7,1,2.7,2.7
2015-2016,Mo Williams\willima01,PG,33,CLE,41,748,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,,0.4,0.7,1.1,0.067,,-1.3,-2.1,-3.3,-0.2
2015-2016,Justise Winslow\winslju01,SF,19,MIA,78,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,,-0.2,2.7,2.5,0.054,,-2.2,1.6,-0.6,0.8
2015-2016,Jeff Withey\witheje01,C,25,UTA,51,658,17.7,0.577,0.012,0.364,10,20.7,15.4,5,1.7,6.8,13,15.1,,1.1,1.3,2.3,0.171,,-2,3.7,1.7,0.6
2015-2016,Christian Wood\woodch01,PF,20,PHI,17,145,16.4,0.49,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,,0.2,0.1,0.3,0.097,,-2.9,-1.6,-4.5,-0.1
2015-2016,Metta World Peace\artesro01,SF,36,LAL,35,590,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,,-0.2,0.3,0.1,0.008,,-2.8,-1,-3.8,-0.3
2015-2016,Brandan Wright\wrighbr03,PF,28,MEM,12,212,18.3,0.663,0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,,0.4,0.2,0.7,0.147,,-0.9,1.9,0.9,0.2
2015-2016,Delon Wright\wrighde01,PG,23,TOR,27,229,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,,0.3,0.2,0.6,0.124,,-0.1,-0.6,-0.7,0.1
2015-2016,Tony Wroten\wroteto01,PG,22,PHI,8,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,,-0.8,0,-0.8,-0.263,,-9.9,-3.5,-13.4,-0.4
2015-2016,James Young\youngja01,SG,20,BOS,29,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,,-0.2,0.2,0.1,0.013,,-4.7,0.1,-4.6,-0.1
2015-2016,Joe Young\youngjo01,PG,23,IND,41,384,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0,15.5,24.4,,-0.5,0.5,-0.1,-0.009,,-3.9,-1.5,-5.4,-0.3
2015-2016,Nick Young\youngni01,SG,30,LAL,54,1033,9.1,0.483,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,,0.1,0,0.1,0.003,,-1.4,-3.5,-4.8,-0.7
2015-2016,Thaddeus Young\youngth01,PF,27,BRK,73,2407,17.5,0.533,0.031,0.169,8.1,23,15.4,9.5,2.3,1.2,11.6,21.6,,1.9,2.2,4.1,0.081,,-0.5,0.6,0.1,1.3
2015-2016,Cody Zeller\zelleco01,C,23,CHO,73,1774,16.1,0.592,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,,3.6,2.7,6.3,0.169,,-1,2,1,1.3
2015-2016,Tyler Zeller\zellety01,C,26,BOS,60,710,15.4,0.539,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,,0.8,0.9,1.7,0.114,,-3.2,-1.1,-4.4,-0.4
2014-2015,Quincy Acy\acyqu01,PF,24,NYK,68,1287,11.9,0.533,0.181,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,,1,0.7,1.7,0.063,,-2.3,-0.8,-3.1,-0.3
2014-2015,Jordan Adams\adamsjo01,SG,20,MEM,30,248,12.8,0.489,0.291,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,,0,0.4,0.4,0.073,,-1.8,1.2,-0.6,0.1
2014-2015,Steven Adams\adamsst01,C,21,OKC,70,1771,14.1,0.549,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,,1.9,2.2,4.1,0.111,,-1.4,1.8,0.4,1.1
2014-2015,Jeff Adrien\adrieje01,PF,28,MIN,17,215,14.2,0.494,0,0.864,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,,0.2,0.2,0.4,0.087,,-2.7,0.5,-2.2,0
2014-2015,Arron Afflalo\afflaar01,SG,29,TOT,78,2502,10.7,0.533,0.377,0.224,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19,,1.6,1,2.6,0.05,,-0.5,-1.3,-1.8,0.1
2014-2015,Arron Afflalo\afflaar01,SG,29,DEN,53,1750,11.7,0.533,0.37,0.23,1.3,10.2,5.6,9.3,0.9,0.2,10.3,19.9,,1.4,0.4,1.8,0.05,,0,-1.6,-1.6,0.2
2014-2015,Arron Afflalo\afflaar01,SG,29,POR,25,752,8.2,0.533,0.396,0.207,0.9,8.5,4.8,5.5,0.6,0.2,11.8,16.7,,0.2,0.5,0.8,0.049,,-1.5,-0.8,-2.3,-0.1
2014-2015,Alexis Ajinca\ajincal01,C,26,NOP,68,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,,1.9,1.2,3.2,0.159,,-0.5,0.6,0.2,0.5
2014-2015,Furkan Aldemir\aldemfu01,PF,23,PHI,41,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,,0.7,0.7,1.4,0.122,,-2.7,2,-0.7,0.2
2014-2015,Cole Aldrich\aldrico01,C,26,NYK,61,976,18.1,0.513,0,0.213,11.6,28.9,20,13.3,2,5.5,15.2,18.3,,0.8,1.4,2.2,0.107,,-2.2,3.1,0.9,0.7
2014-2015,LaMarcus Aldridge\aldrila01,PF,29,POR,71,2512,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,,4.9,3.7,8.6,0.165,,0.3,0,0.3,1.4
2014-2015,Lavoy Allen\allenla01,C,25,IND,63,1070,14.9,0.493,0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,,1.3,1.6,2.8,0.127,,-1.4,2.2,0.8,0.8
2014-2015,Tony Allen\allento01,SG,33,MEM,63,1648,14.6,0.528,0.064,0.277,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,,0.9,3.2,4.1,0.119,,-0.4,3.7,3.3,2.2
2014-2015,Al-Farouq Aminu\aminual01,SF,24,DAL,74,1366,14.4,0.504,0.347,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,,1.2,2,3.3,0.115,,-0.5,2.9,2.4,1.5
2014-2015,Lou Amundson\amundlo01,PF,32,TOT,53,937,11.8,0.442,0.004,0.341,11.3,22,16.5,12.2,1.2,4.6,17.5,17.4,,-0.6,0.9,0.3,0.017,,-4,2,-2,0
2014-2015,Lou Amundson\amundlo01,PF,32,CLE,12,79,3.8,0.387,0,0.417,7.4,21.5,14.5,8.7,0.7,0,26,11,,-0.1,0.1,0,-0.011,,-6.2,-0.1,-6.3,-0.1
2014-2015,Lou Amundson\amundlo01,PF,32,NYK,41,858,12.5,0.444,0.004,0.337,11.6,22,16.7,12.6,1.3,5,17,18,,-0.5,0.8,0.4,0.02,,-3.8,2.2,-1.6,0.1
2014-2015,Chris Andersen\anderch01,C,36,MIA,60,1132,16.1,0.622,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,,2.1,1.5,3.6,0.151,,-1.2,2.3,1,0.9
2014-2015,Alan Anderson\anderal01,SG,32,BRK,74,1744,10.6,0.563,0.477,0.23,2,11.1,6.6,7.2,1.7,0.2,11,14.2,,1.7,1.1,2.7,0.075,,0,-0.5,-0.5,0.6
2014-2015,Kyle Anderson\anderky01,SF,21,SAS,33,358,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,,-0.3,0.6,0.3,0.044,,-5.2,2.4,-2.7,-0.1
2014-2015,Ryan Anderson\anderry01,PF,26,NOP,61,1675,15.6,0.524,0.492,0.207,7.3,12.7,10,5.4,1,0.9,7.2,23.4,,2.6,0.9,3.5,0.1,,2,-3.1,-1.1,0.4
2014-2015,Giannis Antetokounmpo\antetgi01,SG,20,MIL,81,2541,14.8,0.552,0.056,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,,2.2,4,6.2,0.117,,-1.7,2.1,0.5,1.6
2014-2015,Carmelo Anthony\anthoca01,SF,30,NYK,40,1428,21.5,0.531,0.222,0.294,5.7,16,10.7,18,1.5,1,8.9,32.2,,2.2,0.6,2.9,0.097,,3.5,-2.2,1.4,1.2
2014-2015,Joel Anthony\anthojo01,C,32,DET,49,406,14.7,0.607,0,0.355,8.2,17,12.4,1.8,1.5,9.5,14.3,9.1,,0.5,0.7,1.2,0.142,,-3.4,4.8,1.4,0.3
